USA_106;Saint Helena;x
USA_111;Ascension;x
POR_2134;Cape Verde;x
USA_81;Canary Islands;x
USA_91;Madeira;x
USA_78;Azores;x
HND_1;Punj Karachi;x
HND_2;Punj Shahpur;x
HND_3;Punj Srinagar;x
HND_4;Pradesh Jodhpur;x
HND_5;Pradesh Bikaner;x
HND_6;Pradesh Firozpur;x
HND_7;Rajas Beroda;x
HND_8;Rajas Gwalior;x
HND_9;Rajas Meerut;x
HND_10;Dehra Bombay;x
HND_11;Dehra Bhopal;x
HND_12;Chandi Nagpur;x
HND_13;Chandi Jubbulpore;x
HND_14;Buban Cuttack;x
HND_15;Buban Gaya;x
HND_16;Calcutta;x
HND_17;Jessore;x
HND_18;Chittagong;x
HND_19;Goa;x
HND_20;Hyderabad;x
HND_21;Nellore;x
HND_22;Mysore;x
HND_23;Madurai;x
HND_24;Pondicherry;x
BRE;Silesia;x
BRE_ADJ;Silesian;x
FLA;Wales;x
FLA_ADJ;Welsh;x
DUA;Dual Monarchy;x
DUA_ADJ;French;x
ABB;United Kingdom;x
ABB_ADJ;Austrian;x
SIF;South Italian Federation;x
SIF_ADJ;Italian;x
occitan;Occitan;x
brittan;Brittan;x
sif_form_title;South Italian Federation;x
ita_form_title;Ascesa Dell'Italia;x
sif_form_desc;While Italy was not united until the proclamation of the Italian Union State, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Naples assembly of 1848 being an important forerunner. By achieving a dominant position among the South Italian states, we can form the South Italy Federation.;x
ita_form_desc;The Italian peninsula has been divided since the time of the Romans. Now that we've reunified the fractured Italian states it is time for the world to see the rise of Italy!;x
ITA;Italian Union State;x
hre_consolidated;The Holy Roman Empire has been consolidated.;x
SAR;Piedmont;x
eventdesc1337002;In the years leading up to $YEAR$, the Hanseatic League and the Polish republic have had a contentious relation due to the two's division of Poland. In $YEAR$ a treaty was proposed to settle the dispute through a peaceable population transfer of ethnic Germans and Poles, laying the groundwork for the development of modern international claims courts.\n§RIf we accept the German pops in Polish controlled Westprussen will be moved to Danzig and Tuchel, and the Polish pops there will move to Polish Westpreussen. In addition we will both lose cores on eachother's portion of Prussia.;x
treaty_of_prussia_title;Negotiate the Treaty of Prussia;x
treaty_of_prussia_desc; The division of Prussia in the previous century between the Hanseatic trade league and the Polish republic has left many ethnic Poles and Germans on the wrong sides of the border. We should negotiate a peaceable population transfer in order to put this conflict to rest. \n§RIf they accept we will exchange German and Polish pops in our overlapping cores in Prussia. These overlapping cores will also be removed and we will both gain a small amount of prestige.;x
eventdesc1337001;The Holy Roman Empire has experienced multiple setbacks during and after the centralization it underwent in the previous century. The encroachment of the Hanseatic trade league, the increasing influence and independence of the Burgundian Circle, and the loss of northern Italy have made the sustainment of the Empire untenable. In $YEAR$, after the setback of further losses of territory to the Hansa and Burgundians, the Holy Roman Emperor Ferdinand I under the advisement of the Secret State Conference declared the Holy Roman Empire dissolved and established a new United Kingdom from the crowns of Austria, Bohemia, and Bavaria.;x
chinese_rebels_name;Confucian Death Cult;x
chinese_rebels_army;Confucian Horde;x
HRE_GP_NERF;Holy Roman Military Subsidies;x
eventdesc1337004;A prominent sect of the Confucian state religion in China has formed its own cult around death worship. The cult has become so brazen as to attempt to coup the Chinese government and threatens to overrun all of Eurasia! \n§RSoon thousands of Confucian extremist rebel brigades will come pouring out of China towards Europe! The only way to stop them for good is to declare a special containment CB against China. Winning will stop the rebels and also give you and everyone who joined your war a large bonus to prestige, pop growth, immigration attraction, and infamy!;x
china_timebomb_coming;Confucian State Religion;x
china_timebomb;Confucian Death Cult;x
european_wall_of_china;Victor of the Great War Against China!;x
unciv_diplo;Uncivilized Diplomacy;x
european_war_of_china;Chinese Containment;x
european_war_of_china_desc;Push back the Confucian hordes!;x
european_war_of_china_setup;Push back the Confucian hordes!;x
european_war_of_china_short;Stop the invasion of Confucian rebels;x
eventdesc1337008;The colonial powers of Europe have been gathered by $FROMCOUNTRY$ to discuss an equal partition of the Indian interior. \n§RThis will give everyone the interior states with the same first name as the coastal states they own.;x
partition_voting;The colonial powers are deliberating.;x
